AÑO,MUNICIPIO,TIPO,ACCIÓN,CONTRATO,EMPRESA,MONTO CONTRATADO,AVANCE FÍSICO,AVANCE FINANCIERO,MODALIDAD
2013,LEÓN,OBRA,TRES CANCHAS DE USOS MÚLTIPLES CENTRO DEPORTIVO LAS JOYAS,SOP/RE/LS/PU/ED/OB/CODE/2013-0057,VALDEZ AVILA ERIC,"$4,169,764.44 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,SALVATIERRA,OBRA,SEGUNDA UNIDAD ACADÉMICA DEPTAL. Y OBRAS COMPLEMENTARIAS,SOP/RF/LP/PU/ED/OB/ITES/2013-0056,"CONSTRUCCIONES BEOC, S.A DE C.V.","$21,031,986.98 ",100.00 %,100.00 %,LICITACION PUBLICA
2013,LEÓN,OBRA,EDIFICIO DE SERVICIOS GENERALES CENTRO DEPORTIVO LAS JOYAS,SOP/RE/LS/PU/ED/OB/CODE/2013-0058,"METRO CONSTRUCCIONES BAJIO, S.A. DE C.V.","$6,617,402.80 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,DOCTOR MORA,PROYECTO,ESTRUCTURA EN KM 18+400 EN CARR. DR. MORA-CARR. FEDERAL 57,SOP/RE/AM/PU/CT/SERV/OP/2013-0061,"JPR CARSA DEL BAJIO, S.A. DE C.V.","$461,097.88 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,VARIOS MUNICIPIOS,PROYECTO,PUENTE V. DE LA CARR. SAN LUIS DE LA PAZ-SAN JOSÉ ITURBIDE,SOP/RE/AM/PU/CT/SERV/OP/2013-0060,"ESTUDIOS, PROYECTOS Y CONSTRUCCIONES CASE, S.A. DE  C.V.","$416,767.95 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,PROYECTO,REUBICACIÓN DEL CAMINO A JUAN MARTÍN,SOP/RE/AM/PU/CT/SERV/OP/2013-0059,MALDONADO RODRIGUEZ IGNACIO,"$202,614.73 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,ESTUDIO,MIA ESTATAL DEL CAMINO A JUAN MARTÍN,SOP/RE/AM/PU/CT/SERV/OP/2013-0062,"INGENIERIA, TECNOLOGIA Y PROYECTOS AMBIENTALES DEL BAJIO, S.C.","$49,917.63 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,AMPLIACIÓN Y REMODELACIÓN DE LAS CAPILLAS VELATORIAS,SOP/RE/LS/PU/ED/OB/DIF/2013-0067,"CONSTRUCCIONES Y PROYECTOS SAN GABRIEL, S.A. DE C.V.","$3,903,191.46 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,APASEO EL ALTO,ESTUDIO,MECÁNICA DE SUELOS,SOP/RF/AM/PU/TE/SERV/CECYTEG/2013-0063,GUTIERREZ RIVERA MA. FRANCISCA,"$35,960.00 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,ESTUDIO,EST. MOV. Y ASIGNACIÓN TRÁNSITO GLORIETA SANTA FE,SOP/RE/AM/PU/CT/SERV/OP/2013-0066,"ESTUDIOS Y PROYECTOS VIA TRANS, S.A. DE C.V.","$668,322.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN LUIS DE LA PAZ,PROYECTO,PUENTE VEHICULAR EN EL LIBRAMIENTO MINERAL DE POZOS,SOP/RE/AM/PU/CT/SERV/OP/2013-0064,"PRIDEMEX, S.A. DE C.V.","$428,836.97 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,VARIOS MUNICIPIOS,PROYECTO,MODERNIZACIÓN DE LA CARRETERA GUANAJUATO-JUVENTINO ROSAS,SOP/RE/AM/PU/CT/SERV/OP/2013-0065,AVILES AGUILAR RICARDO JOEL,"$1,637,022.83 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,VARIOS MUNICIPIOS,PROYECTO,REHAB. DEL PUENTE V. EN KM. 73+382 CARR. GTO.-JUVENTINO R.,SOP/RE/AM/PU/CT/SERV/OP/2013-0069,CALZADA RODRIGUEZ TERESITA DE JESUS,"$566,225.80 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,INSTALACIÓN ELÉCTRICA EN EXHACIENDA SAN GABRIEL DE BARRERA,SOP/RE/LS/PU/ED/OB/DIF/2013-0068,ALVAREZ RODRIGUEZ ROSALINA,"$4,335,867.86 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,VARIOS MUNICIPIOS,ESTUDIO,"AFOROS VEHÍCULARES 1,3 Y 7 DÍAS EN LA RED EST. DE CARRETERAS",SOP/RE/AM/PU/CT/SERV/OP/2013-0071,"ESTUDIOS Y PROYECTOS VIA TRANS, S.A. DE C.V.","$1,397,228.91 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,ADECUACIÓN Y REMODELACIÓN DE CANCHA TECHADA EN EL CESEE,SOP/RF/AM/PU/ED/OB/SEG/2013-0071,"CREACIONES EN INGENIERIA Y SERVICIOS, S.A. DE C.V.","$280,393.42 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,PURÍSIMA DEL RINCÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN SECUNDARIA FORNITO LÓPEZ ROBLES,SOP/RE/AM/PA/ED/OB/SEG/2013-0082,"PROYECTOS Y CONSTRUCCIONES RAYSE, S.A. DE C.V.","$608,268.48 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,RENOVACIÓN DEL ASCENSOR DEL EDIFICIO DE SOP,SOP/RE/AM/PU/ED/OB/OP/2013-0072,ARRIAGA SIERRA JOSE,"$345,544.24 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA GENERAL,SOP/RE/AM/PA/ED/OB/SEG/2013-0076,"OR3, S. DE R.L. DE C.V.","$809,102.61 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA RICARDO FLORES M.,SOP/RE/AM/PA/ED/OB/SEG/2013-0075,NEGRETE DAVALOS MA. ELIZABET,"$675,522.13 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA HEROÍNAS DE MÉXICO,SOP/RE/AM/PA/ED/OB/SEG/2013-0074,ARREDONDO AGUIRRE JOSE SANTOS,"$1,033,285.49 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,OCAMPO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA MELCHOR OCAMPO,SOP/RE/AM/PA/ED/OB/SEG/2013-0078,"DIEZ INGENIEROS ESPECIALISTAS, S.A. DE C.V.","$1,088,437.42 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CUERÁMARO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA MIGUEL HIDALGO,SOP/RE/AM/PA/ED/OB/SEG/2013-0073,MARTINEZ RUEZGA GREGORIO,"$1,018,992.57 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,TARIMORO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA EMILIANO ZAPATA,SOP/RE/AM/PA/ED/OB/SEG/2013-0077,"PROYECTOS Y CONSTRUCCIONES CUSTOM, S.A. DE C.V.","$1,127,602.27 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA MIGUEL HIDALGO,SOP/RE/AM/PA/ED/OB/SEG/2013-0079,CARDENAS LARIOS ARNOLDO,"$629,041.70 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN FRANCISCO DEL RINCÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA NIÑOS HÉROES,SOP/RE/AM/PA/ED/OB/SEG/2013-0083,ARRIAGA CARMONA FRANCISCO,"$574,950.31 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA AQUILES SERDÁN,SOP/RE/AM/PA/ED/OB/SEG/2013-0080,"SOLUCIONES INTELIGENTES EN INGENIERIA, S.A. DE C.V.","$795,719.77 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,CANCHA DE USOS MÚLTIPLES TELESECUNDARIA NÚM. 56,SOP/RE/AM/PA/ED/OB/SEG/2013-0080,"SOLUCIONES INTELIGENTES EN INGENIERIA, S.A. DE C.V.","$704,437.62 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES TELESECUNDARIA NÚM. 743,SOP/RE/AM/PA/ED/OB/SEG/2013-0081,"L & T IDEA URBANA, S.A. DE C.V.","$556,180.15 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 3,SOP/RE/AM/PA/ED/OB/SEG/2013-0084,"GRUPO CONSTRUCTOR INFINITO, S.A. DE C.V.","$779,060.08 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA OTILIO E. MONTAÑO,SOP/RE/AM/PA/ED/OB/SEG/2013-0085,MARTINEZ PEREZ ALBERTO AGUSTIN,"$668,046.41 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,TECHADO SECUNDARIA GUADALUPE VICTORIA,SOP/RE/AM/PA/ED/OB/SEG/2013-0087,SEGURA VEGA MARIA DEL CARMEN,"$888,963.67 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA CENTRO PILOTO,SOP/RE/AM/PA/ED/OB/SEG/2013-0089,ZAVALA GUTIERREZ MA. ISABEL,"$1,889,434.69 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA LÁZARO CÁRDENAS,SOP/RE/AM/PA/ED/OB/SEG/2013-0088,"CONSTRUCCIONES GEMP, S.A. DE C.V.","$644,437.81 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN FRANCISCO DEL RINCÓN,OBRA,"EDIFICIO MÓDULO I, PLAZA CÍVICA, FACHADA, CASETA Y BARDEADO",SOP/RF/LP/PA/ED/SERV/CECYTEG/2013-0086,"CONSTRUCCIONES BEOC, S.A DE C.V.","$7,706,204.48 ",100.00 %,100.00 %,LICITACION PUBLICA
2013,SANTA CRUZ DE JUVENTINO ROSAS,OBRA,TECHADO DE CANCHA DE PRÁCTICAS SECUNDARIA ROSARIO CASTELLANO,SOP/RE/AM/PA/ED/OB/SEG/2013-0091,"GRUPO CONSTRUCTOR JAPAGUE, S.A. DE C.V.","$755,377.92 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,CANCHA DE VOLEIBOL EN PRIMARIA FRANCISCO I. MADERO,SOP/RE/AM/PA/ED/OB/SEG/2013-0092,"E.N. GRUPO CONSTRUCTOR, S.A. DE C.V.","$473,427.69 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,CANCHA DE USOS MÚLTIPLES PRIMARIA LIC. CARLOS CORTÉS OROZCO,SOP/RE/AM/PA/ED/OB/SEG/2013-0092,"E.N. GRUPO CONSTRUCTOR, S.A. DE C.V.","$641,752.15 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SALVATIERRA,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA NIÑOS HÉROES,SOP/RE/AM/PA/ED/OB/SEG/2013-0093,JAMAICA MALDONADO JOSE JORGE,"$919,969.45 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SALVATIERRA,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA SINDICATO TEXTEL REV.,SOP/RE/AM/PA/ED/OB/SEG/2013-0093,JAMAICA MALDONADO JOSE JORGE,"$633,930.60 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA URBANA NÚM. 72,SOP/RE/AM/PA/ED/OB/SEG/2013-0097,"OBRAS A TIEMPO, S.A. DE C.V.","$521,988.19 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA SOLEDAD ANAYA SOLORZANO,SOP/RE/AM/PA/ED/OB/SEG/2013-0102,"EDIFICACION Y DISEÑO, S.A. DE C.V.","$701,203.63 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,CANCHA DE USOS MÚLTIPLES SECUNDARIA JOSÉ MARÍA MORELOS Y P.,SOP/RE/AM/PA/ED/OB/SEG/2013-0096,"OBRA CIVIL PRETENSADOS Y PROYECTOS, S.A DE C.V.","$426,145.82 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,CANCHA DE USOS MÚTLIPLES PRIMARIA ENRIQUETA MACÍAS PADILLA,SOP/RE/AM/PA/ED/OB/SEG/2013-0095,"TALLER ARKITEC, S.C.","$709,117.71 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CUERÁMARO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA BENITO JUÁREZ,SOP/RE/AM/PA/ED/OB/SEG/2013-0101,"OBRAS Y PROYECTOS TREZ, S.A. DE C.V.","$703,046.36 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA PAULO FREYRE,SOP/RE/AM/PA/ED/OB/SEG/2013-0102,"EDIFICACION Y DISEÑO, S.A. DE C.V.","$668,228.87 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SILAO,OBRA,CANCHA DE BASQUETBOL DE PRÁCTICAS EN SECUNDARIA BICENTENARIO,SOP/RE/AM/PA/ED/OB/SEG/2013-0103,INGENIERIA CIVIL ARQUITECTURA ELECTROMECANICA S.A. DE C.V.,"$488,658.53 ",100.00 %,98.75 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN TELESECUNDARIA NÚM. 583,SOP/RE/AM/PA/ED/OB/SEG/2013-0097,"OBRAS A TIEMPO, S.A. DE C.V.","$538,409.39 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,1A ETAPA DE VIALIDAD DE ACCESO AL PARQUE PROVEEDURÍA AUTOM.,SOP/RF/LP/PU/IV/OB/OP/2013-0094,"MOVIMIENTOS INDUSTRIALES DE LA CONSTRUCCION, S.A. DE C.V.","$73,855,112.16 ",100.00 %,100.00 %,LICITACION PUBLICA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA SOR JUANA INÉS,SOP/RE/AM/PA/ED/OB/SEG/2013-0104,ASCENCIO PEDRAZA MARIA EMILIA,"$1,556,654.91 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SALAMANCA,OBRA,TECHADO  DE CANCHA DE PRÁCTICAS EN PRIMARIA REVOLUCIÓN,SOP/RE/AM/PA/ED/OB/SEG/2013-0105,CASTELLANOS GUZMAN JOSUE DE JESUS,"$748,297.71 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA 46,SOP/RE/AM/PA/ED/OB/SEG/2013-0100,MATA MEDEL PONCIANO MANUEL,"$1,359,948.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SALAMANCA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN TELESECUNDARIA NÚM. 26,SOP/RE/AM/PA/ED/OB/SEG/2013-0105,CASTELLANOS GUZMAN JOSUE DE JESUS,"$623,184.09 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN TELESECUNDARIA NÚM. 309,SOP/RE/AM/PA/ED/OB/SEG/2013-0098,"URBANIZADORA Y MATERIALES LAMTA, S.A. DE C.V.","$1,091,300.00 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA NETZAHUALCOYOTL,SOP/RE/AM/PA/ED/OB/SEG/2013-0099,CHAVEZ GUZMAN ELISEO,"$907,928.60 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SALVATIERRA,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN SECUNDARIA TÉCNICA NÚM. 2,SOP/RE/AM/PA/ED/OB/SEG/2013-0106,"CONSTRUCCIONES Y DISEÑO PROFESIONAL, S.A. DE C.V.","$973,055.48 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA EMMA GODOY,SOP/RE/AM/PA/ED/OB/SEG/2013-0108,"CONSTRUCTORA POR, S.A. DE C.V.","$1,266,244.46 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES ESCUELA EN PRIMARIA LEÓN DE LOS A.,SOP/RE/AM/PA/ED/OB/SEG/2013-0107,"CONSTRUCTORA POR, S.A. DE C.V.","$595,685.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA ALVARO OBREGÓN,SOP/RE/AM/PA/ED/OB/SEG/2013-0109,"LAIN ARQUITECTOS, S.A. DE C.V.","$714,050.66 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA CUAUHTEMOC,SOP/RE/AM/PA/ED/OB/SEG/2013-0117,BARRON ZENNI IVO CESAR,"$1,029,323.89 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA IGNACIO COMONFORT,SOP/RE/AM/PA/ED/OB/SEG/2013-0123,"CONSTRUCCIONES Y TUBERIAS DEL CENTRO, S.A. DE C.V.","$743,115.99 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,HUANÍMARO,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA MELCHOR OCAMPO,SOP/RE/AM/PA/ED/OB/SEG/2013-0113,"CONSTRUCTORA STRAWBERRY, S.A. DE C.V.","$726,223.74 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚTLIPLES EN PRIMARIA JUSTO SIERRA,SOP/RE/AM/PA/ED/OB/SEG/2013-0119,JAIMES MARTINEZ JUAN JAVIER,"$665,190.59 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,CELAYA,OBRA,2A ETAPA DE VIALIDAD DE ACCESO AL PARQUE PROVEEDURÍA AUTOM.,SOP/RF/LP/PU/IV/OB/OP/2013-0134,"GRUPO INGENIEROS CIVILES Y ARRENDADORES DE MAQUINARIA, S.A. DE C.V.","$86,833,580.74 ",100.00 %,100.00 %,LICITACION PUBLICA
2013,HUANÍMARO,OBRA,CANCHA DE USOS MÚLTIPLES EN TELESECUNDARIA NÚM. 99,SOP/RE/AM/PA/ED/OB/SEG/2013-0114,"CONSTRUCTORA STRAWBERRY, S.A. DE C.V.","$719,188.41 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE VOLEIBOL EN PRIMARIA DR. D. RAFAEL GARCÍA GONZÁLEZ,SOP/RE/AM/PA/ED/OB/SEG/2013-0111,"GRUPO BENDIT, S.C.","$363,083.97 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE VOLEIBOL EN PRIMARIA LUCAS ALAMAN,SOP/RE/AM/PA/ED/OB/SEG/2013-0112,"GRUPO BENDIT, S.C.","$311,484.39 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE VOLEIBOL EN PRIMARIA NARCISO BASSOLS,SOP/RE/AM/PA/ED/OB/SEG/2013-0124,"CONSTRUCCIONES Y TUBERIAS DEL CENTRO, S.A. DE C.V.","$419,758.28 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIM. SENTIMIENTOS DE LA N.,SOP/RE/AM/PA/ED/OB/SEG/2013-0120,JAIMES MARTINEZ JUAN JAVIER,"$1,042,510.91 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS PRIMARIA VEINTE DE NOVIEMBRE,SOP/RE/AM/PA/ED/OB/SEG/2013-0110,"LAIN ARQUITECTOS, S.A. DE C.V.","$1,319,739.01 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,HUANÍMARO,OBRA,CANCHA DE PRÁCTICAS EN TELESECUNDARIA NÚM. 100,SOP/RE/AM/PA/ED/OB/SEG/2013-0122,"OBRAS, CONSTRUCCIONES Y EDIFICACIONES, S.A. DE C.V.","$905,151.96 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN TELESECUNDARIA NÚM. 53,SOP/RE/AM/PA/ED/OB/SEG/2013-0118,BARRON ZENNI IVO CESAR,"$892,396.72 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,ABASOLO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN TELESECUNDARIA NÚM. 767,SOP/RE/AM/PA/ED/OB/SEG/2013-0121,"OBRAS, CONSTRUCCIONES Y EDIFICACIONES, S.A. DE C.V.","$895,040.28 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA MIGUEL HIDALGO,SOP/RE/AM/PA/ED/OB/SEG/2013-0129,REYES AGUIRRE LUIS MARTIN,"$823,947.91 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA MA. CONCEPCIÓN V.,SOP/RE/AM/PA/ED/OB/SEG/2013-0133,MATA SEGOVIANO MIGUEL ANGEL,"$883,704.12 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,TECHADO DE CANCHA DE PRÁCTICAS EN PRIMARIA MARÍA GREVER,SOP/RE/AM/PA/ED/OB/SEG/2013-0131,"CAXIA CONSTRUCTORA, S.A. DE C.V.","$590,727.39 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN MIGUEL DE ALLENDE,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA MIGUEL HIDALGO,SOP/RE/AM/PA/ED/OB/SEG/2013-0126,JARAMILLO JANTE FRANCISCO,"$824,160.56 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA PASCUAL LANDÍN,SOP/RE/AM/PA/ED/OB/SEG/2013-0132,MATA SEGOVIANO MIGUEL ANGEL,"$661,124.44 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,IRAPUATO,OBRA,CANCHA DE USOS MÚLTIPLES PRIMARIA MARGARITA MAZA DE JUÁREZ,SOP/RE/AM/PA/ED/OB/SEG/2013-0128,REYES AGUIRRE LUIS MARTIN,"$672,223.47 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN LUIS DE LA PAZ,OBRA,CANCHA DE USOS MÚLTIPLES PRIMARIA GREGORIO TORRES QUINTERO,SOP/RE/AM/PA/ED/OB/SEG/2013-0127,MARQUEZ JUAREZ MIGUEL,"$583,109.32 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,LEÓN,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA DIEGO RIVERA,SOP/RE/AM/PA/ED/OB/SEG/2013-0130,"CAXIA CONSTRUCTORA, S.A. DE C.V.","$563,890.88 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,VICTORIA,OBRA,CANCHA DE USOS MÚLTIPLES EN SECUNDARIA TÉCNICA NÚM. 28,SOP/RE/AM/PA/ED/OB/SEG/2013-0125,"FLODA CONSTRUCTORES, S. DE R.L.. DE C.V.","$583,284.76 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,2A ETAPA DEL MÓDULO MÚLTIPLE Y MURO DE MAMPOSTEO EN LA ENSOG,SOP/RF/IN/PU/ED/OB/SEG/2013-0135,MARTINEZ SANDOVAL J. MELQUIADES,"$1,051,321.59 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2013,VARIOS MUNICIPIOS,OBRA,CONSERVACIÓN RUTINARIA SILAO-SAN FELIPE KM (1+400 - 45+000),SOP/RE/LS/PU/IV/OB/OP/2013-0136,"CONSTRUCTORA Y URBANIZADORA RODRIGUEZ, S.A. DE C.V.","$4,547,344.16 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,SAN FELIPE,OBRA,CONSERVACIÓN PERIÓDICA SILAO-SAN FELIPE KM (45+300 - 63+950),SOP/RE/LS/PU/IV/OB/OP/2013-0138,"CONSTRUCTORA Y ARRENDADORA HER BEC, S.A. DE C.V.","$13,182,113.36 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,VARIOS MUNICIPIOS,OBRA,2A ETAPA DE REHAB. Y CONST. DE CAMINOS Y VIALIDADES DEL EDO.,SOP/RE/LS/PU/IV/OB/OP/2013-0139,"VISE, S.A. DE C.V.","$7,736,954.13 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2013,SALAMANCA,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA CENTRO ESCOLAR PEMEX 2,SOP/RE/AM/PA/ED/OB/SEG/2013-0143,MARTINEZ HEREDIA MARIA TERESA,"$781,891.30 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN FELIPE,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA CLUB ROTARIO,SOP/RE/AM/PA/ED/OB/SEG/2013-0141,RAMIREZ HERRERA EDGAR DAVID,"$619,819.49 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,SAN FELIPE,OBRA,CANCHA DE USOS MÚLTIPLES EN PRIMARIA IGNACIO ALLENDE,SOP/RE/AM/PA/ED/OB/SEG/2013-0142,RAMIREZ HERRERA EDGAR DAVID,"$619,799.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2013,GUANAJUATO,OBRA,CANCHA DE USOS MÚLTIPLES PRIMARIA LIC. EUQUERIO GUERRERO L.,SOP/RE/AM/PA/ED/OB/SEG/2013-0140,CASTRO GARCIA JORGE LUIS,"$1,459,087.44 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
